sentence,polarity,category,aspect
انا جزائري وجربت احسن عجه مشاء الله,Positive,GENERAL,
زهرو,Positive,GENERAL,
يارب ارزق ببنت جزائريه جميله اجيب مدينه,Positive,GENERAL,
تحيه شعب تونسي من غرب جزائري ان شاء الله راح نقطع 1000 كلم باش ناكل عجه غرنوق,Positive,GENERAL,
اولاد بلد شقيق من غرب جزائر و احب تونسو شعب تونس ربي يحفظ,Positive,GENERAL,
يا سلام علي اكل تونسي لبن فلسطينيه عاشقه لتونس,Positive,GENERAL,
توفا كورو و نجيك يا غرنوق,Positive,GENERAL,
عجه عند غرنوق ماعناش دجاج كنتاكي,Negative,RESTAURANT#GENERAL,مطعم
لازمو يتلهي محل,Negative,RESTAURANT#cleanliness,نظافة
مافيه باهي كان اسم مطعم غرنوق ههه,Negative,RESTAURANT#GENERAL,مطعم
ماشاء الله,Positive,GENERAL,
ما شاءالله والله احسن ما عملت عند غرنوق عندك ما تذوق,Positive,RESTAURANT#GENERAL,مطعم
و قلبي صغير لا يتحمل وقتش توف غم و نروح لبلادي توحشت كل شي فيها و بقدراه ربي من حلق وادي ديرك لسي غرنوق ههه,Positive,RESTAURANT#GENERAL,مطعم
السر واضح واللي هو هريسه عربي,Positive,FOOD#QUALITY,اكل
زهرو منبع اساطير,Positive,GENERAL,
شهيتو ماشاء الله,Positive,GENERAL,
احد عيوب مقلاه مونيوم يدها مصنوعه من بلاستك و قريبه من نار جدا فالبتالي قريبه من اكل وجب تنبيه صاحب محل لو امكن من حضرت شكرا,Negative,RESTAURANT#cleanliness,نظافة
عيد مبارك عاونو في قناه ربي يحفظ ب ليزابو,Positive,GENERAL,
انا من جزائر ان شاءالله نجي لتونس ونذوقو هاذي اكله والله سخفت,Positive,GENERAL,
موش شي يقزز يمسح في خشمو بيديه هذا بخلاف انو ماكلتو بنينه اما نظافه زاده باهيه,Negative,RESTAURANT#cleanliness,نظافة
موش شي يقزز يمسح في خشمو بيديه هذا بخلاف انو ماكلتو بنينه اما نظافه زاده باهيه,Positive,FOOD#QUALITY,اكل
ههه,Positive,GENERAL,
سبح الله ماكله كي تبدا نظيفه برشا ما تجيش بنينه,Negative,FOOD#QUALITY,اكل
راني صايم راني باغي نبكيي,Positive,GENERAL,
تشهي موش نورمال يسلم ايديك,Positive,FOOD#QUALITY,اكل
بالله نصيحه اشري قاز جديد هاذاك اللي اطيب اعليه اخطر علي حيات وربي اعين وانشالله انزورو وانذوق عجه يضهر فيها ابنينه اتشهي,Negative,RESTAURANT#cleanliness,نظافة
والله شهيتو فتحتو لينا شهيه لازم كي انجي لتونس انزور هذا مطعم ربي يبارك فيكم في دزاير ما كاين والو مع غلاء,Positive,RESTAURANT#GENERAL,مطعم
اخو من جزائر بصحت واحسن عجه كليت من عند محل طريق باساج,Positive,RESTAURANT#GENERAL,مطعم
ترجمه عنو لانجليزيه فكره جيده لكن مع ترك عنو عربيه ايضا,Positive,RESTAURANT#GENERAL,مطعم
تفوت ازمه كورو نديرولو دوره ان شاء الله,Positive,RESTAURANT#GENERAL,مطعم
هانا في 2021 ومازالت كورو ربي يجيب شفا ان شاء الله و مرحبا بيك خويا في تونس,Positive,GENERAL,
مقرونه سلطانه اريانه راهي حاجه عالميه,Positive,FOOD#QUALITY,اكل
اتصل به ولكن رفض ان نقوم تصوير وشكرا علي تواجدك معنا وعلي نصيحه حازاك الله كل خير,Positive,GENERAL,
خال قرطاح صلامبو ابن صحن تونسي,Positive,FOOD#QUALITY,اكل
عم جلال باب خضراء,Positive,GENERAL,
شوشو,Positive,GENERAL,
كلبت عندو سلطتنه باهيه مقارمه نيعو و كليت عند لطفي عبدلي ماكله باهيه برشا انا من جزائر,Positive,FOOD#QUALITY,اكل
ممكن عنو,Positive,RESTAURANT#LOCALISATION,عنوان
باركه الله في عمل الان بعد فيروس كورو من احسن كل حريف له صحن خاص شكرا لكم,Positive,GENERAL,
عندو خوه اسمو سعيد,Positive,GENERAL,
شهيتو و انا صايمه يعطي نوو,Positive,GENERAL,
كل من نراوح من دبي نتعدي انا عائله نفطر عنده مشاء يعطيك مكاله من قلب رابي عوانك,Positive,GENERAL,
اخر مره كليت عندو 2004 صحن 5 دينار,Positive,FOOD#PRICES,سوم
شكون راه يتفرج و صايم كي حالتي,Positive,GENERAL,
انا جزائري هذي اول مره نشوف وش هيا مكون نتاع,Positive,GENERAL,
ياسر ولا دعواه مول و ضربو في روحو تقول عندو,Negative,GENERAL,
ملا عجه يوفر وباء و يعمل له,Negative,RESTAURANT#GENERAL,مطعم
دمق يا خويا دمق ربي يحفظ,Positive,RESTAURANT#SERVICE,شاف
تشهي,Positive,FOOD#QUALITY,اكل
حتي انتي تشهي يا زهره نرجس,Positive,GENERAL,
وسخ و خمج و عباد تتبنن في ماكله و الله غريبه,Negative,RESTAURANT#cleanliness,نظافة
كل عام نمشي تونس ان شاء الله يمشي هذا وباء ونرجعل,Positive,GENERAL,
عجه مرقاز حاره و لا اروع راني صايم او راني سخف تحيه ليكم اخوا توانسه,Positive,FOOD#QUALITY,اكل
وحال صايم رمضان2021,Positive,GENERAL,
بنينه بزاف ماكله تونسيه,Positive,FOOD#QUALITY,اكل
كل ما نروح لتونس عاصمه ناكل عندو غرنوڨ عجه متحكيش الله يبارك توحشت ا,Positive,RESTAURANT#GENERAL,مطعم
امان وين نظافه علاش هكا بربي,Negative,RESTAURANT#cleanliness,نظافة
اشنيه مكون عجه مسمتلناش مكون انحبو مكون وشكرا,Positive,RESTAURANT#GENERAL,مطعم
وين في تونس ضبط,Positive,RESTAURANT#LOCALISATION,عنوان
سلام علي شاف وين جا محل هذا واش من مدينه حاجه هيله,Positive,RESTAURANT#LOCALISATION,عنوان
حي زهرو مدينه تونس,Positive,RESTAURANT#LOCALISATION,عنوان
شهيتو انشاء الله تروح كور و ناعود نرجع عند غرنوڨ,Positive,RESTAURANT#GENERAL,مطعم
خاص لاروس خويا نجربو في بيوت,Positive,RESTAURANT#GENERAL,مطعم
اعطو عنو ضبط,Positive,RESTAURANT#LOCALISATION,عنوان
زهرا عنو مذكور علي لسان صاحب مطعم تدقيق ممل,Negative,RESTAURANT#LOCALISATION,عنوان
وين جا ضبط في تونس,Positive,RESTAURANT#LOCALISATION,عنوان
عنو مذكور تفاصيل اسفل فيديو موقع علي خريطه ضبط,Positive,RESTAURANT#LOCALISATION,عنوان
احلي عجه,Positive,FOOD#QUALITY,اكل
حمه يا غالي شاف حمه سرفور,Positive,RESTAURANT#GENERAL,مطعم
ممكن حد يكتبل مكون ماهي هاذي اكله,Positive,RESTAURANT#LOCALISATION,عنوان
انا من ذزاير كليت اول مره وليت كل ما نجي تونس نكل ماشاء الله,Positive,RESTAURANT#GENERAL,مطعم
برجوليه اعز عجه عند شوشو في بساج شيء بعيد علي بعضو,Positive,FOOD#QUALITY,اكل
هاذي هي ماكله لنحب تحفه من منضر باين بنينه,Positive,FOOD#QUALITY,اكل
كليت عندو اخلاق في حضيض و كاينو عامل مزيه علي,Negative,RESTAURANT#SERVICE,شاف
ابن عجه فيكي يا تونس و حمد لله في حومتي واحد كل ما يشت يدزر يلقي غرنوق في دوره,Positive,FOOD#QUALITY,اكل
كل ما نطلع لتونس ناكل الله يبارك,Positive,RESTAURANT#GENERAL,مطعم
واحد اجي يتعلم عند او نفتحو في دزاير هه,Positive,GENERAL,
اعطو عنو من فضل وين جاي مطعم,Positive,RESTAURANT#LOCALISATION,عنوان
بصراحه يعطيك صحه,Positive,RESTAURANT#SERVICE,شاف
وين جاي هذا,Positive,RESTAURANT#LOCALISATION,عنوان
فين,Positive,RESTAURANT#LOCALISATION,عنوان
وين هاد حانوت خويا,Positive,RESTAURANT#LOCALISATION,عنوان
بصراحه مفماش احلي من اكل تونسي يم علي خاطر احنا ماكلت مفوحه برشا و حار ه عندي برشا صحابي دزيريه و ليب متحلال ماكله كان في تونسربي يدوم علي نعمه,Positive,RESTAURANT#GENERAL,مطعم
وين هذا شبي عمري ما سمعت بيه,Positive,RESTAURANT#LOCALISATION,عنوان
رد بالك تتفرج و انت جيع مشهد مؤلم ههه,Positive,GENERAL,
شكون يعطي وصفه,Positive,RESTAURANT#GENERAL,مطعم
اعطو عنو الله يحفضكوم,Positive,RESTAURANT#LOCALISATION,عنوان
زهرا عدو ذكره صاحب مطعم مرت في فيديو تدقيق,Negative,RESTAURANT#LOCALISATION,عنوان
عجه غرنوق خامج,Negative,RESTAURANT#cleanliness,نظافة
زرهو كي جي من باجه تخلاص طريق سريع تمشي شوي تلقي زرهو ادخل داخل لمدينه نتاع زرهو,Positive,RESTAURANT#LOCALISATION,عنوان
جاري مشاهده و كنت متاكده الي هي عجه بانواع,Positive,RESTAURANT#GENERAL,مطعم
نتبع فيك انا ومرتي,Positive,GENERAL,
ختي ايم اشنو مكون عجه لي مع بصل و طماطم بليز ردي عليا,Positive,RESTAURANT#GENERAL,مطعم
اذا تحب عجه بيض فقط تحط فلفل طماطم بصل و شويا زيت زيتونه تتقلي شويا و زيد عليها شطر مغرفه طماطم ملعقه صغيره هريسه عربي 2 فص ثوم مهرس ملعقه صغيره تابل و كرويه رشه خفيفه فلفل اكحل و ملحتزيد عليها تقريب 70 مل ماء و تخلي 5دق و بعد تزيد بيض,Positive,RESTAURANT#GENERAL,مطعم
تسلم يدكم اكل جميل ماشاء الله,Positive,RESTAURANT#SERVICE,شاف
مطعم وين جاي خويا في اي ولايه,Positive,RESTAURANT#LOCALISATION,عنوان
ولايه تونس حي زهرو,Positive,RESTAURANT#LOCALISATION,عنوان
وين ضبط,Positive,RESTAURANT#LOCALISATION,عنوان
زهرو,Positive,RESTAURANT#LOCALISATION,عنوان
فيديو فيه كل شي,Positive,GENERAL,
علاش نظافه زيرو خماج وسخ وعدم نظام علاش وش تخسر كي تنظف وتنضم وتخاف علي صحه ناس وتكسب حتي وتزيد شوي اسعار مهم نظافه واكل صحي ونظيف ومنظم,Negative,RESTAURANT#cleanliness,نظافة
علاش نظافه زيرو خماج وسخ وعدم نظام علاش وش تخسر كي تنظف وتنضم وتخاف علي صحه ناس وتكسب حتي وتزيد شوي فالاسعار مهم نظافه واكل صحي ونظيف ومنظم,Negative,FOOD#QUALITY,اكل
انا من جزائر هذه اول ما تروح كورونه لزمت نزوره,Positive,GENERAL,
يا حسره كان قبل معلم و صنايعي ماعادش نفس صنايعي و ولات ماء و اقل كميه و اقل بنه من قبل,Negative,FOOD#QUALITY,اكل
صحيح تبدل كل شي سلعه و عباد,Negative,RESTAURANT#GENERAL,مطعم
مرحبا بيك في حومه,Positive,GENERAL,
وبيك اكثر,Positive,GENERAL,
احلي زهرو و احلي حومه,Positive,GENERAL,
لهم بارك ماشاء الله,Positive,RESTAURANT#GENERAL,مطعم
زدت عليا والله عظيم شهيت بزاف,Positive,RESTAURANT#GENERAL,مطعم
في لعاصمه هذا لمحل,Positive,RESTAURANT#LOCALISATION,عنوان
عجه سباب هجه ههه تحيه من جزائر,Positive,GENERAL,
هذا غرنوق في تونس حي زهور من ابن عجه موجوده في تونس,Positive,RESTAURANT#LOCALISATION,عنوان
عاشت جزائر شامخه وعاش وطن حرا طول زمن عاشت امه و بنات جزائري,Positive,GENERAL,
من فضل اهل اختصاص ماهي وصفه عجه تونسيه حاب نجربو في منزل اخو من جزاير,Positive,RESTAURANT#GENERAL,مطعم
حطول لدراس في كل فيديو باش نعرفو لبلايص,Positive,RESTAURANT#LOCALISATION,عنوان
واش راه يطيب علي شاليمو,Positive,RESTAURANT#GENERAL,مطعم
متابع من ليب,Positive,GENERAL,
